,HFD,SVD Entropy,PFD,Power Delta,Power Theta,Power Beta,Power Delta Normalized,Power Theta Normalized,Power Alpha Normalized,Power Beta Normalized,Hjorth Mobility
0,0.9185930701136835,0.6292982487366268,0.546358468929606,2731698.323045364,719369.2486874093,1422035.4659912817,0.4890781519829111,0.12879452308963135,0.12752875820658024,0.25459856672087733,0.0019570268466112266
1,0.7986439632514877,0.3108770654225964,0.5494595300890046,2942931.656730413,782315.1778451841,1448100.543133516,0.49586660767616825,0.13181548830211434,0.12832151278529952,0.24399639123641792,0.0009916394389837737
2,0.6564877775827397,1.142727149313068,0.5489743481550854,1501231.9660640147,443756.4309548164,624430.7465875561,0.5355735177424843,0.15831277119047607,0.08334429295154316,0.22276941811549641,0.0021788017578493295
3,0.8009071182087659,0.629732879785659,0.5488489393923572,560501.342591043,176765.37659917466,453465.08915989526,0.40957271372599696,0.12916699655320105,0.12990171297118142,0.33135857674962055,0.001438958411077621
4,0.3785288087149288,1.2379931383998328,0.55199773956765,4753154.683755349,1470664.2554894146,1493329.5842921815,0.5382152070643732,0.16652811016136262,0.12616210351050627,0.16909457926375787,0.0009941015539792226
5,0.3887090798802991,1.3086931234511079,0.5555758708303273,14907667.668729696,1991255.0415793154,6375704.362408962,0.5812946271522293,0.07764500005509432,0.09245255750354145,0.24860781528913484,0.001824998667620669
6,0.46971847342483425,1.6747195944601816,0.5528336799201125,3686107.133634701,951189.3243692797,1441674.5641054066,0.53298140319132,0.13753431531520524,0.12102975093715199,0.20845453055632282,0.0035377408141316897
7,0.683813551369903,0.30460281663207667,0.5539330611224548,2508307.4513829267,678286.438703516,1249810.037514219,0.491121587295466,0.13280712945831147,0.1313609750647542,0.24471030818146827,0.000956944460507248
8,0.4546818655681033,0.6498180343788107,0.5594340963889199,1528588.6001083949,268837.50605052395,383061.45683928044,0.6272963137147025,0.11032450230349035,0.10517989583820549,0.15719928814360162,0.0007238400967759183
9,0.8307941634529242,0.7010710672907268,0.5496941082189041,1034268.5803405165,256427.5576802484,545449.17549952,0.4963432904818125,0.1230590391785136,0.11883777189154558,0.26175989844812825,0.002011710731790328
10,0.8298236426664274,0.3399032925993182,0.551451828777507,1678888.7651446578,449555.6444495944,737090.6301333457,0.5089480869621991,0.13628090792898093,0.13132507235114554,0.22344593275767435,0.0008016574902815771
11,0.6976379647092077,0.5211901234854365,0.5554485802588821,382090.1991803088,138826.16079841525,587101.7186212764,0.29185214731563164,0.1060396556088652,0.15366199866501082,0.4484461984104923,0.002072787321828129
12,0.6087287064045955,1.1376464106642583,0.5546202707795662,2542217.045793832,399942.361729022,713450.2276917716,0.6345277517334798,0.09982409961052356,0.0875736724030701,0.17807447625292663,0.0019508011461832505
13,0.9787041514681079,0.7103411864901577,0.5479435300443781,653459.9345855047,198293.00183527876,722906.8122386903,0.3590701570133907,0.10896016042485233,0.1347391121194446,0.3972305704423125,0.004280158327157267
14,0.9555171398064707,1.5684020707507735,0.5491423023105686,231071.9148548189,154315.43233392353,918088.1517089414,0.14849878138689981,0.0991710899404543,0.16231912789746528,0.5900110007751805,0.020178065975441365
15,0.40753105907964526,0.8169062918207659,0.5586993679236664,1389797.7395243798,216167.20786042244,282527.52148141665,0.6616223933522442,0.10290782706110155,0.10097068692416157,0.13449909266249271,0.0006009430959014848
16,0.6495537619129537,0.7484826135109895,0.5554485802588821,350450.9085491583,113462.5932879528,409656.3205917506,0.332033713536462,0.10749981032390933,0.17233876386496444,0.3881277122746642,0.0033519765937853577
17,1.0025711664031514,1.0513185900963686,0.5484343112653698,581136.2461195907,179790.15970293668,792538.4929696338,0.3207076541266484,0.09921955606520294,0.14270003499798872,0.4373727548101599,0.008212842295371054
18,0.8142300528543583,0.3255674227697047,0.5513167339893822,3198393.553379786,852501.7345164861,1671770.9290787617,0.48690277607194626,0.12977935773526053,0.1288182579551917,0.25449960823760154,0.001335392435795391
19,0.5387512738071689,0.4163697637136332,0.5566907664283557,1535738.404558794,397279.2712791174,753275.9751278373,0.4985744238687165,0.12897592663242305,0.12790009978475822,0.24454954971410237,0.00043306819990691475
20,0.9492645986674159,0.3707528659243018,0.5491002338403206,1990789.7126662303,518293.7564164219,752956.1740481787,0.5274959649960088,0.13733136325389675,0.1356632302946689,0.19950944145542557,0.0015715329897973728
21,0.7346088220429282,0.4424151513945512,0.5508925080064045,1236354.3485881756,319973.5554318924,534683.585785297,0.5114844744744351,0.1323742712052473,0.13494063073065204,0.22120062358966555,0.0012521535183079296
22,0.8431982718800461,0.7467926949362674,0.5487240041546103,1275252.4465142053,353007.4389741652,1160244.0068599759,0.39777270660718433,0.110108963003397,0.13021869224721008,0.3618996381422086,0.004300106724431978
23,0.7649534526629191,0.5971492698166432,0.5492899641184725,871140.7316959027,268599.81211821316,904632.081621702,0.3703626001941957,0.11419432154677397,0.13084174143914024,0.3846013368198901,0.003788386227318347
24,0.8284654057226872,1.0839645031386247,0.5487864127938171,752878.5317131777,142101.27455085522,518496.7297948357,0.4781941438430288,0.09025625577106626,0.10222409919853744,0.3293255011873676,0.005553197140076141
25,0.8577560909244276,1.073083376182959,0.5476605765779898,472526.1714062478,92038.92317380429,393772.18081735284,0.4371009219500377,0.08513877242996368,0.11350919385339635,0.36425111176660235,0.004258990877647096
26,0.693900753284704,0.9190716499898419,0.551451828777507,455430.37716429867,136056.50158666584,285697.7068629292,0.443985452164887,0.132637413764643,0.14485898525087815,0.2785181488195918,0.0019726771403439946
27,1.003490175310773,0.8507562902306738,0.5451060740407658,290478.8501541895,128885.07565166258,692423.4118556313,0.22376681789972103,0.09928503654578859,0.1435482666030352,0.5333998789514552,0.006434150418707357
28,0.9715903842553795,0.8950440771814695,0.5471612689900042,773244.8787955202,200894.59149978758,504513.66299148276,0.4610821458893882,0.11979246405172667,0.11828635608431433,0.3008390339745709,0.0054265696940954955
29,1.047651284380909,0.49340838017423244,0.5430325106006498,931376.8400323316,258580.65202417335,838557.4369598835,0.40284679039471255,0.11184343570588912,0.12260999705163085,0.36269977684776755,0.002069162463581998
