,HFD,SVD Entropy,PFD,Power Delta,Power Theta,Power Beta,Power Delta Normalized,Power Theta Normalized,Power Alpha Normalized,Power Beta Normalized,Hjorth Mobility
0,0.21030143680778268,1.3300767179437525,0.5570618010272704,20593355.62412012,5155554.0189269995,2813011.418813602,0.63856007086718,0.15986374439285977,0.11435014913244125,0.08722603560751886,0.0009620519700167705
1,0.09413196625478536,1.1464472688659026,0.5768437810555935,24029898.781357095,2984693.7637745994,2654869.678354042,0.7647045956416926,0.09498204959199735,0.05582731250956181,0.08448604225674822,0.0007576795375156199
2,0.1445590640759746,1.3910692051094913,0.5530223102563537,185865002.54398042,50825986.07050267,76430720.74431293,0.515609756536666,0.1409968199760832,0.13136628133835682,0.21202714214889407,0.001420680962420783
3,0.4677467002708073,1.1365462738337477,0.5546202707795662,15552863.000174217,4061240.557375776,4615444.010264093,0.572546854624749,0.1495062682011612,0.10803874188454572,0.16990813528954402,0.0010025239491736017
4,0.8222072244939718,0.24961510004851512,0.5490162568899651,10161860.850824878,2725428.2565458384,4482228.76325856,0.5078541440116429,0.13620733983784836,0.13193245217805616,0.22400606397245273,0.0007163766331435937
5,0.643586088706609,0.2998912038975564,0.5554994390554188,6298515.902407909,1668786.5619566718,2503421.7361870054,0.5232328893804506,0.1386301198728496,0.1301717162822517,0.207965274464448,0.0006700334721865356
6,0.37245721782556557,0.7060684489452804,0.5549441547769137,5498078.557862564,1314762.71967843,1514865.9875077563,0.5899847626876801,0.1410838282859394,0.10637501032500295,0.16255639870137753,0.0004825910034503251
7,0.5575451865773723,0.37811538233275366,0.5553724351027254,6097864.395612669,1589721.151003157,2579748.115696813,0.5171031633527138,0.134809464871653,0.12932292823703692,0.2187644435385963,0.0005650890424655125
8,0.4141073278740858,0.7980992954211922,0.5536668759733588,3893308.8215430216,479501.4629362983,828190.2243723437,0.7156126598033106,0.08813513980003994,0.04402605126437867,0.15222614913227078,0.0010257914982807997
9,0.5565682971413571,0.2971411418805896,0.5567699336785706,4866600.132006862,1362589.923597027,2260888.184522619,0.49613394028107355,0.13891157881153132,0.1344643372555953,0.23049014365179984,0.00045254351475347424
10,0.26472251071368363,1.739412649855519,0.5384482728147431,283253281.94172525,63087615.518603794,115151025.63465162,0.53814908680142,0.11985930912108725,0.12321772486685861,0.21877387921063407,0.00265011365131369
11,0.5527089437465393,0.27117193177113663,0.5588394430241669,6710531.572183472,1775691.7372881677,2897361.7215121104,0.512256766089877,0.1355496352459278,0.13101989138194683,0.22117370728224825,0.0005447054268772301
12,0.5533838912123056,0.6864510191628557,0.5569022902032154,2403968.4054368124,644136.3606533521,1422044.1937003648,0.4694449106759546,0.12578640202016395,0.12707310362684604,0.2776955836770354,0.0013781869039667172
13,1.0125135967576366,1.1788184104129757,0.5411164897114634,2328369.7781433733,608399.6190010593,1897017.0828594596,0.42475472832438566,0.11098778952865365,0.11819261598158648,0.34606486616537413,0.0042296066759100965
14,1.0750844745110688,0.7071219628910888,0.5446622952246691,1135472.268862517,403784.8628008198,1653353.6360878013,0.3123730200027818,0.11108285114779229,0.12169984722315223,0.4548442816262737,0.003837339561605145
15,1.24076694248384,0.5367360056982747,0.5414807182631708,1743501.6139351383,541363.7012395049,2144603.043471948,0.3422562663566223,0.10627183688636829,0.13047783250771516,0.42099406424929425,0.00482263109513848
16,0.6111401683320982,1.191509067436539,0.551655501497679,1236152.0527646083,289891.1387948464,326737.5694302331,0.5791871782133524,0.13582571035022553,0.1318973597093973,0.15308975172702485,0.0020705425809628285
17,0.8667053427374262,1.25831308044863,0.5468064021702682,630977.4141873596,184275.7813898363,604328.68951304,0.3876225085356752,0.11320443337372786,0.1279214136703036,0.3712516444202933,0.005952932262544196
18,0.6010166922251752,0.5278647236848666,0.5516782086575726,1393019.0395966242,396480.59014628385,632426.6708560631,0.4996211865104335,0.14220200675405276,0.13135021306207326,0.2268265936734404,0.0006661107858038733
19,0.618471986000502,0.9628658620682676,0.5492899641184725,2502208.210809341,625004.0155291687,1666611.6567778585,0.45910802123438954,0.11467645082194496,0.12042371709273696,0.3057918108509285,0.0027513393269346068
20,1.0076828526604626,0.9914064841223552,0.5450131213107429,857779.344185859,230298.55791178282,433484.43855069514,0.5029454329235663,0.13503193880303757,0.10785584273551868,0.2541667855378775,0.004713283204946918
21,1.0609645914119983,0.45968268041329813,0.5433308335448339,6180657.569808415,1622987.9040973398,3225733.9597215937,0.4889951557063215,0.12840595258833531,0.12738846108604515,0.25521043061929805,0.001061713212891026
22,0.7757233178712969,0.5408353895228626,0.5490372311686471,2543789.301266675,691112.4703565761,1345570.4846293724,0.48506722766091426,0.1317860759265007,0.12656406817505142,0.2565826282375336,0.0028169068657290615
23,0.39591923176828026,0.6291326225984676,0.5494382868488217,34253620.75844499,4358302.319281307,7393341.2614347255,0.6820960084850215,0.08678733955504174,0.08389225780449748,0.14722439415543923,0.0004354597093358026
24,0.7095822556617073,0.7964331804320528,0.547902959156892,6952889.775088655,1671515.6707681736,3156340.893993088,0.5207913774298686,0.12520131581747507,0.11758832486250799,0.23641898189014846,0.0014601615855265987
25,0.8078666093075809,0.2660637964257803,0.5485374818122933,6870385.727707022,1827765.2861334223,2873400.4232582035,0.5163793120310822,0.13737513706131738,0.13028030636999918,0.21596524453760113,0.0006687270330620079
26,1.0873216804598647,0.6069034935484693,0.5447726754823016,1761626.1770232162,488643.82719405566,1563329.5651956338,0.4029272675335794,0.11176487080882917,0.1277359101422308,0.3575719515153606,0.003702487328686435
27,0.33940630883826267,0.28359287236033376,0.5627918098477048,12422775.11108776,3233291.135161532,4897900.418793797,0.5260232503099153,0.1369087258609305,0.1296739854641941,0.2073940383649602,0.0004637415118669925
28,0.7870410050147503,0.2202161853864522,0.5462233461236833,7528993.886688263,2014971.633632183,3934818.9965522494,0.48738899043164874,0.13043907393798929,0.1274516520010124,0.2547202836293497,0.0006160012519702033
29,0.6808289515366432,0.2650259807024873,0.5529986733913632,7867245.7105901465,2064279.3812459528,2952098.264290754,0.5297763497240839,0.13900753016205675,0.1324233151074625,0.19879280500639693,0.0007929793735437711
30,0.38876801385010334,0.6727280669989438,0.5524363293011311,14697740.211694475,2499612.069765684,3370496.449989558,0.6451317628830114,0.1097161276403917,0.09721002550626044,0.1479420839703365,0.000305912758114367
31,0.4999483685560789,0.40262623803939857,0.5534267039118643,7430252.860607258,1969797.7676240404,3549868.435142837,0.49999453095638763,0.13255108936112692,0.12857760974156734,0.23887676994091808,0.0012930853447382755
32,0.6947857125407757,0.628208648207312,0.5501465956914964,1820421.8459977985,522255.76858622604,1181108.7691111458,0.4503928784537379,0.12921196228212262,0.1281755402475681,0.2922196190165714,0.003080427460496417
33,0.4645214644803459,0.541876488154703,0.557843483552791,2672242.0193709224,705908.9185228654,1157951.7962862893,0.5112971308478401,0.13506606140622318,0.13207849573321712,0.2215583120127195,0.00056985466958825
34,0.6212380253704759,1.012104541118156,0.552646104492018,2518271.982933437,773237.2473301978,1417730.0954173768,0.4591958165226685,0.14099641006208022,0.14129092806020743,0.25851684535504393,0.0014920798483163478
35,0.7510373740194062,0.758017731228967,0.5477613528337868,1916888.7728828199,563390.6680768264,1808802.3369597294,0.38958996508047467,0.11450395756276553,0.12828368357862044,0.36762239377813916,0.004511273299969214
36,0.1185638978619295,0.8856593098134962,0.566161147741721,19894775.181045674,2533579.9154321216,2626881.1379930726,0.7362626565879836,0.09376232011866183,0.07275982645904734,0.09721519683430722,0.0004627467104260329
37,0.7374118973542756,1.2194789020672603,0.5493322743566232,2416840.9805138446,271000.7525582472,421323.22645890014,0.729495001103829,0.08179838718416027,0.061535155241027796,0.12717145647098296,0.0029336010874308066
38,0.5383962083457673,1.336550358739037,0.5520436371443078,4746948.697231724,309669.71703775204,494607.9365043347,0.8125747057136611,0.053008742086706535,0.04975039629973196,0.08466615589990054,0.0018645855354733184
39,0.9747171550230068,0.9632808479744787,0.5445889153677443,1463198.979906804,435446.848790327,1806173.9208864549,0.3439533687672645,0.10236024807101915,0.12911008615798014,0.42457629700373606,0.007680402504078337
40,0.6126586957477258,0.7714329417345513,0.5529986733913632,1435073.7403891042,416569.7854479635,1196184.5923156918,0.4065081856031574,0.11800022737063937,0.13665267263225664,0.33883891439394653,0.002948744853430394
41,0.6082582914144422,1.1168719768858981,0.54939584115938,5293831.415499239,696990.8592083483,864423.454283245,0.7053551737468422,0.09286773038474293,0.0866004859745573,0.11517660989385758,0.001432676502128097
42,0.47010804967622294,0.8258302347147356,0.5525993741631479,8386876.075927458,1025593.3732482482,1517225.6068845042,0.7149081945776211,0.08742290934096059,0.06833861749317911,0.1293302785882392,0.0007285546663222018
43,0.8228305869128938,0.32693425938169335,0.5486824637210195,6307707.209540058,1689116.158628771,2754824.932453223,0.5099087722870689,0.1365464689600661,0.13084745329637762,0.22269730545648747,0.0007519964853282188
44,1.0525166202090002,0.4202917047772615,0.5456694114958321,3737148.488631624,1034206.5862572117,2286368.8216495537,0.4618689981799009,0.12781615752190095,0.12774569288840204,0.2825691514097961,0.0022163304445953526
45,0.9073259667893245,0.670769181757054,0.5488906895323343,988682.759739436,276363.8991867661,835916.116152218,0.41561684305798124,0.11617628625937533,0.1168092015779095,0.351397669104734,0.0027531450121683057
46,0.6321698761432537,1.179251276500396,0.5554994390554188,458116.3681032407,176074.85704441415,885874.6075089752,0.26014210161928,0.09998438506682156,0.13682822130065858,0.5030452920132399,0.0063641982501532815
47,1.0038339872386837,0.932416453728325,0.547540050483488,660925.6509649112,274558.64779233275,1396591.8925462812,0.24278183888460192,0.10085529786198476,0.14334426978727222,0.5130185934661412,0.006999587559636388
48,0.6664208399347279,1.0011910936486927,0.5520895977831636,735688.3582639325,236669.5632164543,949544.4104966073,0.32960183694941936,0.10603229194796458,0.13895261228296935,0.42541325881964664,0.004433569993870652
49,0.9054017862437962,1.1477603065527644,0.5485995390797406,614701.0304416423,207628.17021620978,687975.6076360624,0.3557191180666493,0.12015159555213085,0.1260071680176966,0.39812211836352335,0.006071197707117433
50,1.0448612889662483,0.7347804838181576,0.5444061850553044,1795703.7920526287,531099.7145052068,1749370.7971881744,0.38389918115694294,0.1135425265645702,0.12856453030467133,0.37399376197381545,0.0047606620062114555
51,0.8943474412077158,1.1956737817045275,0.5468260168084529,524555.5080633734,255133.1666004234,1538343.4015199374,0.1929676397724913,0.09385554861167822,0.1472681693696706,0.5659086422461599,0.010912831692199906
52,0.4611039019994297,1.044738729980525,0.5560898717746113,588090.1891583324,156465.97174319052,260461.4702273251,0.5038267485508606,0.13404702757419834,0.1389845049912759,0.22314171888366502,0.0010746672991723831
53,0.7271040191880599,1.0222259250272907,0.5482904116053072,655641.8289961832,251204.7907122262,1482124.6557620382,0.2362041585609685,0.09050004681292384,0.13933961350091706,0.5339561811251907,0.006691456078574409
54,0.6143048215806053,0.6507395041670913,0.5513842130307895,1056062.3336765605,303584.32721307554,1359529.3807797285,0.33962836634797716,0.09763235162575616,0.12551628119371233,0.43722300083255444,0.00220619917977119
55,0.47156509532239566,1.0043635338582215,0.5554740001032296,556266.0850927735,146775.79885110137,259943.29670865674,0.49765218719445514,0.13130999585078407,0.13848481108163543,0.23255300587312538,0.0009637297585295192
56,0.6725647166792189,0.8647729569544629,0.5497155159801377,824014.5527348984,254481.89726071735,1169359.216474899,0.31841189447282653,0.09833571840070787,0.13139400404179088,0.4518583830846748,0.004290632919641558
57,0.7634248260097533,0.9102854348375099,0.5485788403767482,672867.6005156164,213818.99377482673,1106811.4550465143,0.29272054396153674,0.0930186148346477,0.13275979859780235,0.4815010426060131,0.00509665459219628
58,1.013119193550836,1.1617595135789733,0.5450316907040057,458890.6554008203,182939.1866809447,1114216.6172493817,0.2238663137228455,0.08924548991294486,0.14332609969330012,0.5435620966709096,0.009388210701823193
59,0.9384781739637494,0.9432537702431943,0.5475801768770026,1350059.2558406645,320271.4826982801,808354.2795308548,0.4809543539980244,0.11409570609493325,0.11697627606129402,0.28797366384574835,0.004955207367101693
60,0.9297880490456895,1.1050962274846385,0.547181096548091,586300.0238175956,195021.0641260658,1091086.1086123795,0.27173809732586846,0.09038828373060158,0.13217747170056982,0.5056961472429602,0.007790177681092488
61,0.575987522436828,0.8902640061453398,0.5526694941103206,865744.4769080654,234396.08002387432,1197923.9438854423,0.3304608172423102,0.08947064893757202,0.12281245416908679,0.4572560796510311,0.004104047959075979
62,0.5840966650215498,0.9854611935384692,0.552297205454628,1331601.2301932138,371716.8368371168,1209397.2511120506,0.4093183869078814,0.11426133634510982,0.10466594013965787,0.3717543366073509,0.004408136346957663
63,0.7438497390564462,1.0736721974034098,0.5481063143797787,2487753.0002097697,355130.6604998812,1487500.507889489,0.5227639189369048,0.07462537309850102,0.0900348232769358,0.3125758846876585,0.004214338916256239
