,HFD,SVD Entropy,PFD,Power Delta,Power Theta,Power Beta,Power Delta Normalized,Power Theta Normalized,Power Alpha Normalized,Power Beta Normalized,Hjorth Mobility
0,0.4256727503010186,0.6161634115241122,0.5571418377729226,6091448.711621741,1497082.8835843892,2405475.940763476,0.5337619573720276,0.1311815839088663,0.12427711749218091,0.21077934122692513,0.0006977558258220083
1,0.8481343162174765,0.5631167870611437,0.5514969821476984,687203.1145159545,174144.69619875183,529574.2059178639,0.4302941725351083,0.10904119374517189,0.12907024784172347,0.3315943858779963,0.0016739567940462954
2,0.2713644084541206,1.2474263032709765,0.5591213244833216,8081085.6492423,1421076.236116773,1190058.3325961416,0.6951846397758286,0.12224970928150695,0.08018952115425637,0.1023761297884081,0.001062798563839451
3,0.2730238480170574,1.5789599818529036,0.5439358284161229,153517604.34166986,31886540.01073425,56027397.57955252,0.5574557297234133,0.11578694512765954,0.12330968840297248,0.2034476367459547,0.001986963340219434
4,0.2253531538138952,1.0536243527025135,0.5517236693286177,107517254.74793833,28686061.131577224,44436097.735905424,0.5220652423333892,0.13928922842530492,0.12287976971524728,0.21576575952605853,0.0008868289846298104
5,0.6876516220835419,0.29696234323131915,0.5477008501112874,12544123.600674177,3320283.428545299,5567891.563519121,0.5088571141287599,0.13468855197251894,0.13059070858798716,0.22586362531073406,0.0007441681766069636
6,0.5286273239971213,0.9075128988387696,0.5583932070660684,3299881.112041087,780760.0101658526,1271829.6743023687,0.5411193121094126,0.12803016389949984,0.12229404116278528,0.20855648282830228,0.0011314244973230935
7,0.582184967511005,0.36131602541200647,0.5598941895844908,2912799.8107158984,766935.7252097527,1086958.6889375348,0.5303290434745122,0.13963482421984746,0.13213521248277232,0.19790091982286817,0.0006254505378034773
8,0.6339834434660776,0.2714901092582931,0.5542013676698936,3953153.3049643245,1065954.381349363,1999424.1569827897,0.4895973866528217,0.13201827481478948,0.13075598553125742,0.24762835300113142,0.0008145894589934286
9,0.6366627500222696,0.3248429645715785,0.5570618010272704,3259561.664904453,862346.1172743554,1458276.8293596096,0.507349932114371,0.13422395065229126,0.13144570500627062,0.2269804122270672,0.0013111563865020107
